labels,titles
clickbait,Pebisnis Daerah Bahas Kenaikan Suku Bunga dan Melemahnya Rupiah
clickbait,Mahathir: Penduduk Malaysia Mungkin Tak Dapat Bersaing dengan China
clickbait,"Nezu Shrine, Surga Tersembunyi di Tengah Sibuknya Tokyo"
clickbait,"#2019GantiPresiden, antara Persekusi dan Makar"
clickbait,Ini Lowongan yang Tersedia dalam Rekrutmen Pegawai Bank Indonesia
clickbait,Berita Menarik: Hangzhou Tuan Rumah Asian Games 2022
clickbait,"Hasil Liga Italia, Juventus Jauhi Tim Besar Lain"
clickbait,Ada Kuch Kuch Hota Hai di Penutupan Asian Games 2018
clickbait,Kecil-kecil Sudah Balap di Sirkuit
clickbait,Ada Diskon Hingga Bakso Gratis di Pucuk Coolinary Event Malang
clickbait,"Setelah Tutup Asian Games 2018, Yesung Super Junior Tulis ""Makasih"""
no,Presiden Namibia Apresiasi Indonesia Mampu Swasembada Pangan
clickbait,3 Langkah Mendekorasi Balkon Apartemen
no,Iklim Dingin Berkontribusi akan Kepunahan Neanderthal
clickbait,Barang-barang di Asian Games 2018 yang Layak Dikoleksi
no,31 Pahlawan Medali Emas Indonesia di Asian Games 2018
no,"Jokowi: Jangan Ada Serupiah Pun Bantuan Gempa Lombok Dipotong, Hati-hati Kerja dengan Saya"
clickbait,Samsung Jadi Pemasok Layar Lipat untuk Oppo dan Xiaomi?
clickbait,"BI Buka Rekrutmen Pegawai Baru, Ini Syaratnya"
no,"HUT ke-70, Polwan Dinilai Miliki Kualitas Sama dengan Polisi Laki-laki"
clickbait,Kiat Teluk Bintuni Berdayakan Diri dari Malaria
no,"Lagi, Agen Tur ""My Jannah"" Dilaporkan ke Polisi Atas Dugaan Penipuan Umrah"
clickbait,Ayo Nikmati Sensasi Indahnya Danau Matano...
clickbait,"Taklukkan Tottenham, Watford Ukir Sejarah Baru di Premier League"
clickbait,"Saat Setan, Iblis, dan Malaikat di Malang Jadi Mi..."
clickbait,iKON Bikin Penonton Histeris di Penutupan Asian Games 2018
no,Pelemahan Rupiah Untungkan Petani Kakao
no,Menaker Dukung Delegasi Indonesia pada ASC ke-12 di Thailand
clickbait,Kedekatan Ayah Pengaruhi Kemampuan Anak Perempuan Atasi Kesepian
clickbait,Super Junior Kaget Saat Diminta Tampil di Penutupan Asian Games 2018
clickbait,"<b>BERITA POPULER:</b> Indonesia Lampaui Target Medali dan Misteri ""Kapal Hantu"" Indonesia"
clickbait,"Ditemukan Cacat di iPhone 8, Apple Tawarkan Perbaikan Gratis"
clickbait,"FAST, Teleskop Pengubah Dawodang Jadi Kota Astronomi"
clickbait,"Penjualan Lagi Jelek, Nissan Indonesia Mencoba Bangit"
no,Pertamina Susun Skema Digitalisasi Penyaluran Elpiji
clickbait,Mourinho Bicara soal Kemenangan Man United dan Kartu Merah Rashford
no,Tiga Kesuksesan Indonesia di Asian Games 2018 Menurut Wapres Kalla
no,Kapolrestabes Bandung Perintahkan Tembak di Tempat untuk Begal
clickbait,Super Junior Beri Sajian Enerjik di Panggung Upacara Penutupan Asian Games 2018
no,"Menteri Syafruddin: Peraih Medali Asian Games Diterima Jadi ASN, TNI-Polri Tanpa Tes"
clickbait,"Promo Kursi Gratis AirAsia sampai ""Cashback"", Ini Syaratnya"
clickbait,Pelukan ala Jokowi-Prabowo dari Al Ghazali untuk Maia dan Ahmad Dhani
clickbait,"Tak Laku, Honda Pasang Diskon Skutik Ini"
clickbait,"Afgan ""Gantikan"" Posisi Via Vallen di Penutupan Asian Games 2018"
clickbait,Yamaha Tolak Pilihan Adik Marquez
clickbait,"Pesta Kuliner di Malang Akhir Pekan Ini, Ada 100 Gerai Makanan"
clickbait,"Waspadai, Kerutan di Dahi Tanda Penyakit Kardiovaskular"
clickbait,"Klasemen Akhir Perolehan Medali Asian Games 2018, Rekor 5 Negara"
clickbait,"Bisa Ditiru, Bangun Rumah Cuma 28 Hari"
clickbait,Ini Pilihan Wisata Favorit di Taman Nasional Taka Bonerate
clickbait,"Kocak, Reaksi Warganet Saat BCL Pamer Foto Bareng Siwon Super Junior"
clickbait,Edukasi Keselamatan Berkendara buat Sopir Truk dan Bus
clickbait,"Bukan Airbus A380, Inilah Pesawat Terbesar di Dunia"
no,Korea Selatan Pertahankan Medali Emas Sepak Bola Asian Games
clickbait,"Tanpa Sandiaga, Apa Kabar Sayembara Sepatu Berhadiah Pergi ke Italia?"
clickbait,"Perlukah Fitur ""Tear off"" Pada Helm Harian?"
no,Ibu Negara Iriana Hadiri HUT ke-70 Polwan
clickbait,Membela Kampung untuk Mengentaskan Papua Barat dari Malaria
clickbait,"Dul: Al, El, Dul, dan Tante Mulan Berdamai"
no,Netanyahu Puji Langkah AS Hentikan Pendanaan untuk UNRWA
no,"Penjualan Menurun, Beli Datsun Cross Tak Perlu Inden"
no,Hyundai Mau Pasok Mobil ke Indonesia dari China
clickbait,"Isu Hewan Dibius untuk Berfoto, Ini Tanggapan Taman Safari Indonesia"
clickbait,5 Hal yang Bisa Dilakukan di Museum House of Sampoerna Surabaya
no,Line Luncurkan Mata Uang Digital Bikinan Sendiri
clickbait,"Mengenal Member IZONE, Grup Idola Bentukan Produce 48"
clickbait,2 Terobosan Baru pada Liga Kompas Gramedia 2018-2019
clickbait,"Mirip Manusia, Ikan Kecil Ini Lolos Uji Mengenali Diri dengan Cermin"
no,Kejuaraan Gokart Eshark Rok Cup Kembali Digelar di Sentul
no,"Jelang Penutupan Asian Games, Telkomsel Tambah Kapasitas Jaringan di GBK"
no,"Akhir Tahun, Tol Wilangan-Kertosono Tersambung"
clickbait,"Riset Internasional di Indonesia, Siapa yang Untung?"
clickbait,"Kalahkan Huesca 8-2, Bukan Rekor Kemenangan Terbesar Barcelona"
no,Menpora Minta Kirab Pemuda jadi Juru Bicara Pemerintah
no,Kapolres Asmat yang Baru Fokus Perangi Peredaran Miras dan Perjudian
clickbait,Ini yang Dicari Pasangan Bulan Madu di Kapal Pesiar
clickbait,Baim Wong dan Paula Verhoeven Tak Masalah jika Undang Mantan ke Pernikahan
clickbait,"Mulai Hari Ini, Bawa Uang Kertas Asing Rp 1 Miliar ke Atas Kena Denda!"
no,Ilmuwan Ciptakan AI untuk Prediksi Evolusi Sel Kanker
clickbait,"Misteri ""Kapal Hantu"" Berbendera RI di Perairan Myanmar Terpecahkan"
no,Pembentukan BOP Labuan Bajo Tingkatkan Kunjungan Wisatawan
clickbait,"Perhatikan, Risiko Kesehatan di Balik Minuman Berenergi"
clickbait,6 Hal Romantis yang Bisa Rusak Hubunganmu dengan Kekasih
clickbait,"Rahasia Harga Murah Pocophone F1, ""Potong Sana Sini"""
clickbait,Supreme London Tawarkan Hadiah jika Bisa Identifikasi Pria Ini..
no,"Dua Begal Dihakimi Massa, Satu Orang Tewas"
clickbait,Salah Satu Orang Terkaya di China Ditangkap di AS
no,Korban Penembakan Misterius di Pasteur Bandung Mulai Siuman
clickbait,"Karena ""Taklukkan Dunia"", Dul Jaelani Dikejar-kejar Wanita"
clickbait,"Bendera China di Penutupan Asian Games, Ternyata Masih Ada yang ""Gagal Paham""..."
clickbait,"Dari UI untuk Desa Cimareme, Memberdayakan Badan Usaha Desa"
clickbait,Empat Dosen Unibraw Sebut Susu Kambing Bisa Cegah Sejumlah Penyakit
no,"Per Juli 2018, Transaksi Kartu Kredit Bank Mandiri Tumbuh 102 Persen"
no,Dirut Pertamina Klaim Penggunaan B20 Lebih Irit Bahan Bakar
clickbait,"Rahasia Game ""Doom II"" Terungkap setelah 24 Tahun"
clickbait,"Wisata ke Gunung Pangrango Bukan Hanya Pendakian, Ini Pilihannya"
no,Meikarta Mulai Serah Terima Apartemen Tower Irvine dan Westwood
clickbait,6 Atlet Asing yang Jadi Sorotan pada Asian Games 2018
no,"Tolak Putusan Bawaslu, KPU Tetap Coret Bakal Caleg Mantan Koruptor"
no,Larangan Bawa Uang Kertas Asing Rp 1 Miliar ke Atas Diberlakukan 3 September
no,Dirut BPJS Ketenagakerjaan Bantah Tak Transparan Kelola Dana Investasi
clickbait,"Huawei Mate 20 Pertama Pakai Kirin 980, Bakal Sekencang Apa?"
clickbait,Perlahan Datsun Mau Copot Cap Mobil Murah
clickbait,"Billy Syahputra Kangen, Hilda Vitria Singgung soal Kepercayaan"
no,275 SPBU Belum Jual B20
clickbait,Cerita Isyana Sarasvati Berfoto dengan Siwon Super Junior
clickbait,"Kafein bagi Wanita Hamil, Amankah?"
clickbait,"Catat, Ini Festival di Indonesia Bulan September 2018"
no,Rian D'MASIV Dikaruniai Anak Kedua
no,"Perkuat Lini Basket, Adidas Perkenalkan Sepatu Baru"
clickbait,"Dianggap Mengandung Bahan Kimia, Mainan Anak ""Squishy"" Dilarang di Denmark"
no,Fitch: Keuangan Indonesia Lebih Kuat Tahan Tekanan Eksternal
clickbait,Merawat Semangat Belajar Kanak-kanak di Sekolah Berbahan Bambu
clickbait,Billy Syahputra Akui Cekcok dengan Hilda Vitria
no,"Korupsi Dana Desa Rp 203 Juta, Kades di Simalungun Dipenjara 4 Tahun"
clickbait,Donghae dan Eunhyuk SuJu Goyang Dayung di Penutupan Asian Games 2018
clickbait,"Selain Perpusnas, Ini Dua Perpustakaan Tertinggi di Dunia"
no,Perumnas Bangun Hunian Rp 350 Juta untuk Pegawai BPK
clickbait,"Kalahkan Meghan, Kate Middleton Raih Predikat '""Influencer"" Fesyen"
no,Pembinaan Sepak Bola Usia Muda Adalah Kunci
no,BPJS Ketenagakerjaan Bantah Investasi Langsung ke Proyek Infrastruktur
no,Bonus Cepat Turun Jadi Motivasi bagi Marcus Gideon
no,Ditjen Pajak Menyisir WP yang Tak Pernah Diperiksa Tiga Tahun Terakhir
no,Mahfud MD Nilai #2019GantiPresiden Bagian dari Aspirasi Jelang Pemilu
clickbait,Laptop Snapdragon 850 Pertama Resmi Meluncur
no,PPP: Polemik Selesai jika Partai Mencoret Bakal Caleg Eks Koruptor
no,Ketua DKPP: Jadi Masalah kalau KPU dan Bawaslu Tak Akur
clickbait,Tempat Paling Buruk untuk Menyimpan Ponsel
clickbait,"XL Luncurkan Aplikasi Laut Nusantara, Bedanya dengan mFish?"
clickbait,Inikah Tanggal Peluncuran Nokia 6.1 Plus di Indonesia?
clickbait,"Cremorlab, ""Skincare"" Korea Berbahan Dasar Thermal Water"
no,"Bahrain Berencana Kembangkan Kereta Cepat Rp 29,5 Triliun"
no,Wacana Ganjil-Genap untuk Sepeda Motor Mulai Mengalir
clickbait,6 Sosok yang Bekerja di Balik Layar Asian Games 2018
no,3 Serpihan Peluru Ditemukan di Korban Penembakan Misterius di Pasteur Bandung
no,41 dari 45 Anggota DRPD Kota Malang Tersangka Suap
clickbait,"Isyana, Raisa, Dian Sastro, dan Vanesha ""Bikin"" Busana di Cottonink..."
no,Pertamina Targetkan Digitalisasi Nozzle Rampung Awal 2019
no,"Usai Asian Games 2018, Son Heung-min Tak Langsung Balik ke Tottenham"
clickbait,"Leroy Sane Tak Dapat Tempat, Gabriel Jesus Anggap Biasa Saja"
clickbait,5 Tanda Kamu Mengencani Orang yang Salah
no,"Akibat Arus Pendek, 7 Rumah di Bima Ludes Terbakar"
no,"Layaknya Manusia, Lebah juga Bisa Kecanduan Zat Adiktif"
no,Motor Sport Listrik Buatan India Hadir Akhir 2019
no,Cak Imin: Ma'ruf Amin Punya Tim Pemenangan Khusus Kalangan Kiai
no,"Musim Kemarau, Petani Diajak Manfaatkan Lahan Rawa dan Lahan Kering"
clickbait,"5 Rekor Dunia di Asian Games 2018, 2 dari Panahan"
no,"Targetkan 1.000 Wisman, Pemprov Kepri Anggarkan Rp 3 Miliar"
clickbait,Isyana Sarasvati Berkaca-kaca Saat Menyanyi di Penutupan Asian Games 2018
no,Enam Cara Membedakan Busi Asli dan Palsu
no,200 Hektar Suaka Margasatwa Cikepuh di Sukabumi Terbakar
clickbait,"Terkait Kepastian Luis Milla, PSSI Akui Masih Berkomunikasi"
clickbait,Rumah Beratap Kontainer di Puncak Bukit Lombok
clickbait,"Android Oreo Semakin Banyak Digunakan, Pie Nihil"
no,Binus School Gelar Kompetisi Panahan Nasional
clickbait,Jessika Iskandar Dibuat Penasaran oleh Richard Kyle
no,Richard Kyle Sempat Minta Jessica Iskandar Tidak Berambut Pendek
clickbait,"Ketahuilah, Ada 5 Manfaat Tidur Telanjang"
clickbait,"""Kita Bisa Gelar Olimpiade 2032"""
no,Render LG V40 ThinQ Perlihatkan 5 Kamera
clickbait,“Batman Effect” Membuat Anak Antusias Membantu Orangtua?
clickbait,Nubia Siapkan Smartphone Gaming Red Magic 2?
clickbait,Respons Berbeda Mbappe dan Rashford Saat Dapat Kartu Merah
no,"Darmin : Kunjungan ke Korsel, Presiden Akan Pastikan Investasi Hyundai"
no,"Wakil Ketua Komisi II: Sebelum Ada Putusan MA, Mantan Koruptor Dilarang ""Nyaleg"""
clickbait,"Jangan Salah, Ban Cadangan Ini Bukan untuk Harian"
no,DPR: BPJS Ketenagakerjaan Harus Transparan soal Pengelolaan Dana
no,"Restoran Berlabel Michelin Star, Kam’s Roast Hadir di Jakarta"
clickbait,"Tiger Ala-ala CB100 Dilan, Murah Meriah"
no,"Industri Pelayaran Tumbuh, INSA Dorong Ada Badan Penegak Hukum di Laut"
no,Teleskop Hubble Tangkap Penampakan Nebula Misterius
clickbait,DBL Resmikan Sekolah Basket Terbesar dan Terlengkap di Indonesia
clickbait,"Dari Liburan sampai Kendaraan, Ini yang Milenial Ingin Segera Wujudkan"
no,BI: Koreksi Harga Pangan Dorong Deflasi di Agustus 2018
clickbait,Benarkah Ada Air di Planet Jupiter? Ini Kata Ahli
no,Rupiah Terus Melemah
clickbait,"Menengok Situs Tapurarang, Lukisan Tangan Merah Darah"
no,Ilmuwan Temukan Ternyata Burung dapat Melihat Medan Magnetik Bumi
no,Yello Hotel Hadir di Cilacap Tahun 2021
clickbait,"6 ""Kisah"" yang Kerap Dirahasiakan Wanita dari Pasangannya"
no,Sebaiknya Jangan Olahraga Memakai Makeup
no,Pocophone F1 Tak Bisa Dipakai Nonton Netflix HD
no,Ganjil-Genap Dorong Layanan Transportasi Lebih Baik
no,Studi: DPRD Perlu Tingkatkan Peran dalam Atasi Perubahan Iklim
clickbait,Syarat yang Harus Dipenuhi Delon jika Ingin Selamatkan Rumah Tangganya
clickbait,"Perhatikan, 7 Jenis Makanan yang Harus Dihindari Saat Diet"
no,Haornas 2018 Dipusatkan di Ternate
no,Mobil Murah Honda Dominan di Jabar dan Banten
clickbait,Simak Trailer Perdana Film Hanum & Rangga
no,"Perbaikan Mulai Senin, Pengguna Tol Jakarta-Cikampek Diminta Waspada"
no,Audisi Umum Kudus Diprediksi Berlangsung Ketat
clickbait,"Celana Dalam ""Pintar"" dengan Piranti Bluetooth, untuk Apa?"
no,Arkeolog Temukan Desa Tertua di Delta Sungai Nil
clickbait,"Jack Ma Bertemu dengan Para Menteri, Ini yang Dibicarakan"
clickbait,Dul Jaelani Tunggu Maia Estianty dan Mulan Jameela Baikan
clickbait,Saat Kubu #2019GantiPresiden dan #2019TetapJokowi Memilih Makan Bersama...
clickbait,Jangan Lakukan Ini Saat Berkunjung ke TN Matalawa di Pulau Sumba
no,Jadwal Siaran Langsung Timnas Indonesia pada Piala Asia U-16 2018
no,Jose Poernomo Akui Berpacaran dengan Angel Karamoy
clickbait,"Ini Cara Shopee Antisipasi Kecurangan dalam ""Sale"""
no,Batik Air Kembangkan Rute ke Labuan Bajo
no,14 Kapal Baru Lebih dari 5.000 GT Bakal Beroperasi di Merak-Bakauheni
no,Rumah DP 0 Persen untuk Polisi Nunukan Mulai Dibangun
clickbait,Tontowi Dapat Pasangan Baru di Chinese Taipei Open 2018
no,Kebakaran Sabana Gunung Bromo Diduga Akibat Ulah Warga
no,Pelabuhan Kumai Kalteng Jadi Titik Singgah Wonderful Sail to Indonesia 2018
no,Uji Sementara Tunjukkan Obat Asma Bisa Memperlambat Kerusakan Saraf
no,"Badai Debu Berakhir, Robot Penjelajah Tertua Mars akan ""Bangun"" Lagi"
clickbait,Bagaimana Dekapan Ibu Ringankan Rasa Sakit Pasca-Suntik pada Bayi?
no,AirAsia Sediakan Layanan Wisata Medis ke Malaysia
clickbait,Dave Bautista Tidak Yakin Lanjutkan Perannya dalam Guardians of the Galaxy
no,Huawei Mate 20 Meluncur 16 Oktober di London
no,"Delon Lagi-lagi Mangkir, Sidang Cerainya Ditunda Satu Bulan"
clickbait,"""Stuntman"" Jokowi Asal Thailand Akhirnya Buka Suara"
clickbait,Yeslin Wang Ogah Hadiri Sidang Cerai jika Delon Tak Datang
no,"Tuan Rumah Asian Para Games 2018, Indonesia Utamakan Keamanan dan Kenyamanan"
clickbait,Upaya Para Ahli Buktikan Hewan Tertentu Bisa Memprediksi Gempa
no,7 Bahan Rumah Tangga yang Efektif Hilangkan Noda Tinta
clickbait,"Pacaran dengan Richard Kyle, Jessica Iskandar Kantongi Izin Orangtua"
no,Tiga Orang Tewas saat Bersihkan Sumur Tua di Merauke
no,"Jelang Bonus Demografi, Perguruan Tinggi Diminta Tingkatkan Mutu SDM"
clickbait,Ilmuwan Ciptakan AI yang Bisa Deteksi Obesitas dari Luar Angkasa
clickbait,Setelah Punya Anak Mytha Lestari Selalu Ingin Cepat Pulang
no,RALAT: Abdul Salam Bukan Caleg Mantan Koruptor
no,400 Insinyur Muda Mulai Disebar di Sejumlah Wilayah NTB
clickbait,"Ini Cara Berkunjung ke ""Surganya"" Karang Cantik TN Taka Bonerate"
clickbait,Yesung Super Junior Bagikan Foto Suasana Geladi Bersih Penutupan Asian Games 2018
no,"Apartemen Terlambat Dibangun, Pengembang K2 Park Minta Maaf"
clickbait,"Terbatas, Datsun GO-Live Diproduksi Berapa Unit?"
no,Pelaku Penembakan Kompetisi E-sport Ternyata Gamer yang Kalah
clickbait,"Taufik: Gerindra Akan Usulkan Cawagub DKI, PKS Tak Usah Takut Bersaing"
no,Perguruan Tinggi Diminta Cetak Generasi yang Siap Hadapi Perubahan
no,"Masuk Timses Jokowi, Ali Mochtar Ngabalin Diminta Perbaiki Gaya Komunikasi"
no,BI: Rating BBB dari Fitch Tegaskan Indonesia Layak Investasi
clickbait,"Kuartal IV 2018 Ibarat ""Asian Games"" untuk E-Commerce, Mengapa?"
clickbait,"iKON Disambut Meriah pada Penutupan Asian Games 2018, Komentator TV Korea Bingung"
no,99 DJ Indonesia Beraksi di Finalice
no,9 Negara yang Tanpa Raihan Medali pada Asian Games 2018
clickbait,Saat Jokowi Tegur Warga yang Berharap Dirinya Terpilih Lagi Jadi Presiden di 2019
no,Gara-gara Perubahan Iklim Serangga Jadi Mudah Lapar dan Lebih Rakus
clickbait,"Tengah Musim, Ducati Bicara Target Realistis Tahun Ini"
clickbait,"Hello Kitty ""Banting Stir"" Jadi Vlogger"
no,Gibran Rakabuming: Saya Tidak Berpolitik dan Tidak Jadi Tim Sukses
clickbait,Eden Hazard Bahagia dengan Pelatih Baru Chelsea
clickbait,Trik Mendekorasi Rumah Mungil untuk Atlet Berprestasi
clickbait,Liburan Manis Priyanka Chopra dan Nick Jonas setelah Bertunangan
no,"Mirip Oppo Find X, Xiaomi Mi Mix 3 Dipastikan Meluncur Oktober"
no,BPS: Libur Musim Panas di Luar Negeri Dongkrak Jumlah Wisman Juli 2018
clickbait,Rian D'MASIV Analogikan Mencari Nama Anak Seperti Mencipta Lagu
no,Hyundai Indonesia Sebut Tak Realistis Impor dari China
clickbait,Messi Tak Masuk Daftar Tiga Pemain Terbaik 2017-2018 Versi FIFA
no,Kemenpar Optimistis Raih 17 Juta Wisman Tahun Ini
clickbait,Warna Busana yang Tak Pernah Dipakai Kate dan Meghan
no,Shezy Idris Akan Gugat Cerai Suaminya
no,"Lolos Jadi Bacaleg, Taufik Akan Gugat Lagi jika KPU DKI Tak Turuti Putusan Bawaslu"
clickbait,"Ke Manado, Jangan Lupa Makan Bubur Manado di Jalan Wakeke"
clickbait,Tempat Wisata Wajib Dikunjungi Sebelum Berkeliling Sulawesi Utara
no,"Waspada, Ada Rekontruksi Jalan di Tol Cikampek Arah Jakarta"
no,"Duo Laptop Dell XPS 15 (2018) Masuk Indonesia, Harga Rp 30-an Juta"
no,Spanyol Batal Jual 400 Rudal Kendali Laser ke Arab Saudi
clickbait,"Pemerintah Akan Batasi Impor Mobil Mewah, Untuk Apa?"
no,"Liga 2, PSS Sleman Kalahkan Persegres 5-1"
clickbait,Madonna Dandani Anaknya dengan Gucci dari Atas ke Bawah
no,Wedding Bazaar Hadirkan 1000 Gaun Pengantin
clickbait,"Soal Nasib Wisma Atlet, Ini Kata Anies Baswedan"
clickbait,10 Buah Tangan Wajib dari Kota Medan
no,"Jika Dipermanenkan, Ganjil-Genap Belum Tentu Seefektif Sekarang"
no,Putri Elvy Sukaesih Akan Dijatuhi Vonis Hari Ini
clickbait,"Punya Segudang Manfaat, Bagaimana Cara Hipnosis Memengaruhi Tubuh?"
clickbait,Jangan Lewatkan Serunya Malang Flower Carnival 2018
no,"Dapat Tambahan Modal, Tanamduit Targetkan 40.000 Nasabah"
no,Asumsi Rupiah di APBN Seharusnya Hingga Rp 14.900 Per Dollar AS
clickbait,Pesawat yang Jatuh Akhirnya Diturunkan dari Pohon
clickbait,"Bayi Kembar Tiga Bernama Avanza, Ini Kata Toyota"
clickbait,"Hari Pelanggan Nasional, Ini Promo yang Bisa Anda Buru!"
clickbait,"Pola Istirahat Berantakan, Tantri KotaK Nyaris Kehilangan Suara"
no,Arsenal Tidak Bisa Bersaing karena Lini Pertahanan Rapuh
clickbait,Dhawiya Zaida Menangis Bahagia Terima Vonis Hakim
clickbait,Dari Aceh Hingga Papua Berlaga di Kudus
no,Giliran Mata Uang Iran yang Melemah Sentuh Titik Terendah Sepanjang Sejarah
clickbait,"Dianggap Tabu, ke Mana Remaja Harus Bertanya Soal Seks"
clickbait,"OK OCE Mart Disebut Sepi, Begini Tanggapan Anies"
no,DPR Dukung Penyederhanaan Struktur Tarif Cukai Rokok
clickbait,Festival Belanja Online Ada Diskon 9.9 hingga 99 Persen
clickbait,"Agar ""Cheating Day"" Tak Merusak Diet"
no,Produksi Minyak di Lapangan Sukowati Bojonegoro-Tuban Lampaui Target
clickbait,"Gokart Tak Lagi Aman di Sirkuit ""Pasar Senggol"""
no,"Asian Games 2018 Usai, Pengelola GBK Persiapkan Asian Para Games 2018"
no,"Facebook, Instagram, dan WhatsApp Sempat Tumbang 1 Jam"
clickbait,"Bayi Kembar Tiga Pakai Nama Avanza, Ini Artinya"
no,"Populerkan Isu Energi, Unsada Bentuk Ikatan Alumni Energi Terbarukan"
no,Simpan Pesan WhatsApp di Google Drive Tak Sepenuhnya Aman
no,Satu Tiang LRT Palembang Dihantam Mobil Toyota Hilux
clickbait,"Lepas Anak Naik Bus Sekolah, Rapper Wiz Khalifa Dikecam Warganet"
no,Tantri KotaK Ingin Punya Dua Anak Saja
clickbait,"Hari Pelanggan Nasional, Tukar Poin Telkomsel Bisa Dapat Smartphone 4G"
clickbait,Salah Kaprah Soal Kecanduan Seks di Mata Masyarakat Indonesia
no,"Konser Kemanusiaan untuk Lombok Kumpulkan Rp 3,1 Miliar"
clickbait,BERITA POPULER: Rekor 5 Negara dan Gagal Paham soal Bendera China di Penutupan Asian Games
clickbait,"M.A.T.S Lebih Adem dengan ""Mendekat Padaku"""
clickbait,"Daniel Mananta Sadari ""Hal Gila"" tentang Hutan Indonesia..."
no,IZONE Akan Lakukan Debut pada 29 Oktober 2018
clickbait,"Mirrorless ""Full-Frame"" Canon Punya Kemiripan dengan Nikon?"
clickbait,Lihat Cara Kerja Kamera Geser Xiaomi Mi Mix 3 di Video Ini
no,"Xiyunykus dan Bannykus, Mata Rantai yang Hilang dalam Evolusi Dinosaurus Ditemukan di China"
no,Bangunan Berkonstruksi Sarang Laba-Laba di Lombok Tetap Aman
no,Persela Terus Lihat Perkembangan Kondisi Atayev
clickbait,"Buntut Video Viral, Komunitas Avanza Tindak Tegas Anggotanya"
clickbait,"Konsultasi Kecantikan Semudah Sentuhan Jari, Minat?"
no,7 Hal Ini Bisa Jadi Pemicu Penyakit Jantung
clickbait,"87 Gajah Ditemukan Tewas di Botswana, Ada Apa?"
clickbait,Mengungkap Fakta Kondisi Dua OK OCE Mart di Jakarta
no,ExxonMobil Mulai Kembangkan Bisnis SPBU di Indonesia
clickbait,"Mengenal Rumput Zeon Zoysia, Jenis Rumput Terbaik yang Dipasang di Stadion GBK"
no,"Sambut Gubernur Baru, Pemprov Jateng Gelar Shalawatan"
clickbait,"""Run Flat"", Teknologi yang Menghilangkan Peran Ban Serep"
clickbait,3 Kuliner Wajib Coba untuk Sarapan di Kota Manado
clickbait,Ada Proyek Reklamasi Sinyal Krisis Finansial
clickbait,Apakah Kopi Benar-Benar Menyehatkan?
no,ICW: Kasus Korupsi Massal DPRD Malang Bukti Budaya Korupsi Permisif
clickbait,Ayam Jago Suzuki F150 Dibalut Warna Baru
no,"Divestasi Belum Rampung, IUPK Sementara Freeport Diperpanjang"
no,Pengembang Tawarkan Opsi Penyelesaian Masalah Apartemen K2 Park
clickbait,"Taka Bonerate, ""Surganya"" Karang Indonesia"
clickbait,"Terekam Video, Pria Pukul Wanita Penjaga Toko Gara-gara iPhone X"
clickbait,"4 Manfaat Hipnosis untuk Tubuh, Salah Satunya Menurunkan Berat Badan"
clickbait,Cerita Melahirkan Bayi Kembar Tiga di Avanza
clickbait,"""Kuat-kuatan"" antara Taufik dan KPU DKI Usai Putusan Bawaslu..."
clickbait,"Viral, Video Pertikaian dengan Mobil Sirene, Strobo, dan Rotator"
no,"Data BKN, Ada 2.357 Koruptor yang Masih Berstatus PNS"
no,"Xiaomi Redmi 6 dan Redmi 6A Resmi di Indonesia, Harga Rp 1 Jutaan"
clickbait,Huawei Mate 20 Tertangkap Kamera di Berlin Sebelum Rilis di London
clickbait,"Terjebak Macet, Elvy Sukaesih Batal Hadiri Sidang Putusan Putrinya"
no,Kementerian Pertanian Gandeng PBNU Tanam Jagung Se-Indonesia
clickbait,"E-sport Dipertandingkan di Asian Games, Selanjutnya Olimpiade?"
clickbait,Ini Penyebab Layanan Facebook dkk Tumbang Dini Hari Tadi
clickbait,Kronologi Tabrakan Perdana Mobil Tanpa Sopir Buatan Apple
no,Pemerintah Pantau Spekulan yang Manfaatkan Pelemahan Rupiah
no,"Agar Selesai Tepat Waktu, Skybridge Tanah Abang Dikerjakan dari Zona Terakhir"
no,"STNK Mati Tidak Bisa Registrasi Ulang, Masih Wacana"
no,"Mandatori B20 Keluar, Pertamina Sidak SPBU di Jakarta"
clickbait,Dira Sugandi Sempat Direncanakan Tampil di Pembukaan Asian Games 2018
clickbait,Sekjen PAN Ungkap Alasan Demokrat Tak Hadiri Pertemuan Koalisi Prabowo-Sandiaga
clickbait,Penampakan Google Pixel 3 XL yang Tertinggal di Taksi Online
clickbait,"30 Tahun Slogan “Just Do It”, Nike Gandeng Atlet Kontroversial NFL"
no,KAI Akan Perluas Masjid di Stasiun Gambir
clickbait,"Senang Diskon, Banyak Wanita Miliki Kartu Membership Ritel"
no,Pinjaman Tahap Dua Proyek Kereta Cepat Jakarta-Bandung Akhirnya Cair
clickbait,Marouane Fellaini Optimistis Manchester United Bisa Rebut Gelar Juara
clickbait,"Awas, Karpet Bisa Ganggu Pedal Gas dan Rem Mobil"
clickbait,Lilipaly dan Son Heung-min Tak Disorot di Asian Games 2018 karena Umur
no,Pemkot Sebut Air Kali Bekasi Sudah Tidak Bisa Diolah Jadi Air Minum
clickbait,Roger Federer Disingkirkan Petenis Peringkat Ke-55 Dunia
clickbait,"Ada Rumah Sakit Terapung di Teluk Bintuni, Begini Rupanya"
clickbait,5 Kuliner Khas Medan yang Wajib Dicoba
